iter	Passed	Remaining
670	1641	804
671	1643	802
672	1644	799
673	1646	796
674	1649	793
675	1650	791
676	1652	788
677	1653	785
678	1655	782
679	1656	779
680	1658	776
681	1659	773
682	1662	771
683	1664	769
684	1666	766
685	1667	763
686	1669	760
687	1670	757
688	1672	754
689	1673	751
690	1675	749
691	1677	746
692	1679	743
693	1680	741
694	1682	738
695	1683	735
696	1685	732
697	1686	729
698	1688	726
699	1689	724
700	1692	721
701	1694	719
702	1695	716
703	1697	713
704	1698	710
705	1700	708
706	1701	705
707	1703	702
708	1705	699
709	1707	697
710	1709	694
711	1710	691
712	1712	689
713	1713	686
714	1715	683
715	1716	680
716	1718	678
717	1720	675
718	1722	673
719	1724	670
720	1725	667
721	1727	665
722	1728	662
723	1730	659
724	1731	656
725	1733	654
726	1734	651
727	1737	649
728	1738	646
729	1740	643
730	1741	641
731	1743	638
732	1745	635
733	1746	633
734	1748	630
735	1750	627
736	1752	625
737	1754	622
738	1755	620
739	1757	617
740	1758	614
741	1760	612
742	1761	609
743	1763	606
744	1765	604
745	1767	601
746	1769	599
747	1770	596
748	1772	593
749	1774	591
750	1775	588
751	1777	586
752	1778	583
753	1780	581
754	1782	578
755	1784	575
756	1785	573
757	1787	570
758	1788	568
759	1790	565
760	1791	562
761	1793	560
762	1796	557
763	1797	555
764	1799	552
765	1801	550
766	1803	547
767	1805	545
768	1807	542
769	1809	540
770	1812	538
771	1813	535
772	1815	533
773	1817	530
774	1819	528
775	1820	525
776	1822	523
777	1825	520
778	1827	518
779	1828	515
780	1831	513
781	1832	510
782	1834	508
783	1836	505
784	1838	503
785	1840	501
786	1842	498
787	1844	496
788	1845	493
789	1847	491
790	1849	488
791	1850	486
792	1852	483
793	1855	481
794	1859	479
795	1861	477
796	1863	474
797	1866	472
798	1871	470
799	1874	468
800	1876	466
801	1877	463
802	1879	461
803	1881	458
804	1883	456
805	1885	453
806	1889	451
807	1891	449
808	1893	446
809	1894	444
810	1896	441
811	1897	439
812	1899	437
813	1903	434
814	1904	432
815	1906	429
816	1908	427
817	1909	424
818	1911	422
819	1913	419
820	1917	418
821	1920	415
822	1922	413
823	1924	410
824	1925	408
825	1927	406
826	1931	404
827	1933	401
828	1935	399
829	1937	396
830	1938	394
831	1940	391
832	1941	389
833	1943	386
834	1949	385
835	1951	382
836	1953	380
837	1954	377
838	1956	375
839	1957	372
840	1962	371
841	1964	368
842	1966	366
843	1968	363
844	1969	361
845	1971	358
846	1973	356
847	1975	354
848	1977	351
849	1979	349
850	1981	346
851	1982	344
852	1984	341
853	1985	339
854	1987	337
855	1989	334
856	1991	332
857	1993	329
858	1995	327
859	1997	325
860	1998	322
861	2000	320
862	2002	317
863	2004	315
864	2006	313
865	2008	310
866	2009	308
867	2011	305
868	2013	303
869	2015	301
870	2016	298
871	2020	296
872	2022	294
873	2023	291
874	2025	289
875	2027	286
876	2029	284
877	2030	282
878	2032	279
879	2034	277
880	2036	275
881	2038	272
882	2040	270
883	2042	267
884	2043	265
885	2045	263
886	2047	260
887	2049	258
888	2051	256
889	2053	253
890	2055	251
891	2057	249
892	2058	246
893	2060	244
894	2061	241
895	2063	239
896	2066	237
897	2067	234
898	2069	232
899	2071	230
900	2072	227
901	2074	225
902	2076	223
903	2078	220
904	2080	218
905	2082	216
906	2083	213
907	2085	211
908	2087	208
909	2088	206
910	2090	204
911	2094	202
912	2097	199
913	2099	197
914	2100	195
915	2102	192
916	2103	190
917	2105	188
918	2107	185
919	2109	183
920	2112	181
921	2113	178
922	2115	176
923	2116	174
924	2118	171
925	2120	169
926	2122	167
927	2125	164
928	2127	162
929	2129	160
930	2131	157
931	2132	155
932	2134	153
933	2135	150
934	2138	148
935	2140	146
936	2142	144
937	2144	141
938	2145	139
939	2147	137
940	2148	134
941	2150	132
942	2153	130
943	2155	127
944	2157	125
945	2159	123
946	2160	120
947	2161	118
948	2163	116
949	2165	113
950	2168	111
951	2171	109
952	2173	107
953	2174	104
954	2176	102
955	2177	100
956	2179	97
957	2182	95
958	2184	93
959	2186	91
960	2188	88
961	2189	86
962	2191	84
963	2193	81
964	2194	79
965	2196	77
966	2199	75
967	2201	72
968	2203	70
969	2204	68
970	2206	65
971	2207	63
972	2209	61
973	2211	59
974	2214	56
975	2216	54
976	2218	52
977	2219	49
978	2221	47
979	2223	45
980	2227	43
981	2231	40
982	2233	38
983	2234	36
984	2236	34
985	2238	31
986	2246	29
987	2247	27
988	2249	25
989	2253	22
990	2262	20
991	2264	18
992	2268	15
993	2273	13
994	2275	11
995	2277	9
996	2279	6
997	2281	4
998	2289	2
999	2292	0
